id,year,month,unit,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,recovery_cases,total_cases
692,2022,November,"Sylhet Range",0,3,16,5,0,62,2,5,4,51,352,163,663
693,2022,November,"Khulna Range",4,7,23,5,0,163,0,3,21,92,658,666,1642
694,2022,November,"Barishal Range",1,3,8,2,0,88,3,1,8,26,307,204,651
695,2022,November,"Rajshahi Range",5,7,28,7,0,182,1,7,14,73,691,1193,2208
696,2022,November,"Rangpur Range",1,6,23,5,0,204,1,3,20,75,727,354,1419
697,2022,November,"Railway Range",0,0,2,0,0,0,0,0,4,9,2,39,54
698,2022,December,DMP,1,14,11,10,0,105,7,10,50,95,445,1005,1753
699,2022,December,CMP,0,5,4,3,0,28,1,2,13,36,116,182,390
700,2022,December,KMP,1,0,4,0,0,18,0,1,5,4,39,77,149
701,2022,December,RMP,0,0,1,0,0,16,2,0,1,4,41,208,273
702,2022,December,BMP,0,0,0,1,0,7,1,0,4,8,38,81,140
703,2022,December,SMP,0,0,0,6,0,12,0,3,2,6,58,54,141
704,2022,December,RPMP,0,0,0,2,0,5,0,0,0,10,40,33,90
705,2022,December,GMP,1,1,6,2,0,27,2,1,1,10,80,88,219
706,2022,December,"Dhaka Range",10,26,51,17,1,182,3,8,27,135,813,998,2271
707,2022,December,"Mymensingh Range",1,0,12,3,0,123,1,3,14,27,455,311,950
708,2022,December,"Chittagong Range",3,13,38,8,0,155,6,15,28,82,719,1082,2149
709,2022,December,"Sylhet Range",1,2,11,0,0,58,1,3,3,52,313,180,624
710,2022,December,"Khulna Range",0,3,18,2,0,118,1,0,9,75,566,679,1471
711,2022,December,"Barishal Range",3,1,5,2,0,77,3,1,9,28,318,240,687
712,2022,December,"Rajshahi Range",1,6,20,4,0,135,4,2,9,59,626,1001,1867
713,2022,December,"Rangpur Range",1,2,17,4,0,136,2,7,14,64,681,405,1343
714,2022,December,"Railway Range",0,1,2,0,0,0,0,0,0,8,9,30,50
715,2020,January,DMP,2,19,21,5,2,172,4,3,65,138,469,1347,2247
716,2020,January,CMP,0,5,5,5,0,61,3,1,12,26,90,486,694
717,2020,January,KMP,0,0,1,0,0,8,0,0,5,2,31,132,179
718,2020,January,RMP,0,1,1,0,0,17,0,0,0,11,43,315,388
719,2020,January,BMP,0,1,2,2,0,13,0,0,7,16,37,107,185
720,2020,January,SMP,2,1,1,5,0,22,0,1,4,3,53,59,151
721,2020,January,RPMP,0,0,2,0,0,22,0,0,0,8,38,64,134
722,2020,January,GMP,0,4,4,0,0,33,1,0,0,11,91,194,338
723,2020,January,"Dhaka Range",16,18,41,10,0,253,5,5,39,95,760,1205,2447
724,2020,January,"Mymensingh Range",0,1,9,7,0,138,2,6,4,40,409,806,1422
725,2020,January,"Chittagong Range",9,12,65,11,0,190,3,6,42,91,821,1223,2473
726,2020,January,"Sylhet Range",2,2,20,1,0,65,4,2,5,45,348,214,708
727,2020,January,"Khulna Range",5,5,26,1,0,140,6,3,21,58,513,816,1594
728,2020,January,"Barishal Range",1,3,12,0,0,105,5,0,11,21,377,307,842
729,2020,January,"Rajshahi Range",1,8,32,4,0,219,4,1,9,52,534,1703,2567
730,2020,January,"Rangpur Range",1,2,29,2,0,163,2,3,14,55,619,675,1565
731,2020,January,"Railway Range",0,1,2,0,0,3,0,0,0,9,11,46,72
732,2020,February,DMP,1,15,21,10,1,194,1,4,74,113,467,1230,2131
733,2020,February,CMP,0,5,2,7,0,64,0,2,13,13,112,433,651
734,2020,February,KMP,0,2,1,0,0,8,2,0,1,6,26,129,175
735,2020,February,RMP,0,5,1,0,0,16,2,0,1,7,55,282,369
736,2020,February,BMP,0,2,1,2,0,12,0,0,10,10,44,93,174
737,2020,February,SMP,0,2,1,10,0,22,1,1,1,5,59,56,158
738,2020,February,RPMP,0,1,2,1,0,15,0,1,0,6,40,72,138
739,2020,February,GMP,0,2,3,1,0,48,3,1,2,14,90,172,336
740,2020,February,"Dhaka Range",4,14,54,8,0,263,11,4,24,74,806,1210,2472
741,2020,February,"Mymensingh Range",1,1,16,5,0,129,1,4,7,35,434,518,1151
742,2020,February,"Chittagong Range",10,16,48,7,0,239,10,5,35,89,828,1411,2428
743,2020,February,"Sylhet Range",3,3,19,0,0,67,1,2,4,30,306,252,687
744,2020,February,"Khulna Range",3,6,17,2,0,168,2,4,19,49,520,821,1611
745,2020,February,"Barishal Range",1,4,12,0,0,106,2,1,9,26,374,302,837
746,2020,February,"Rajshahi Range",3,7,36,2,0,204,1,4,7,43,552,1689,2548
747,2020,February,"Rangpur Range",0,1,21,1,0,185,3,1,10,45,676,599,1542
748,2020,February,"Railway Range",0,1,2,0,0,0,1,0,1,6,11,42,64
749,2020,March,DMP,3,13,17,13,0,187,7,6,49,110,502,1152,2059
750,2020,March,CMP,0,6,3,7,0,64,1,1,9,13,152,379,635
751,2020,March,KMP,0,0,3,1,0,7,0,0,1,2,18,102,134
752,2020,March,RMP,0,2,1,0,2,19,1,0,5,8,53,273,364
753,2020,March,BMP,0,0,1,3,0,10,0,1,8,5,39,102,169
754,2020,March,SMP,0,0,4,4,0,26,0,0,2,7,75,43,161
755,2020,March,RPMP,0,0,2,1,0,24,0,0,0,11,42,87,167
756,2020,March,GMP,3,3,5,1,0,42,4,3,3,13,107,127,311
757,2020,March,"Dhaka Range",3,18,49,9,0,265,10,4,25,80,911,1016,2390
758,2020,March,"Mymensingh Range",1,2,21,3,0,122,0,4,4,31,457,450,1095
759,2020,March,"Chittagong Range",8,9,62,11,0,230,5,11,32,65,953,1043,2429
760,2020,March,"Sylhet Range",2,3,26,1,0,88,3,5,10,35,338,190,701
761,2020,March,"Khulna Range",4,12,32,3,0,195,4,1,17,57,651,663,1639
762,2020,March,"Barishal Range",1,4,7,5,0,110,2,1,13,21,476,328,968
763,2020,March,"Rajshahi Range",0,3,21,9,0,220,1,5,7,34,566,1554,2420
764,2020,March,"Rangpur Range",1,1,22,1,0,194,1,1,9,62,644,524,1460
765,2020,March,"Railway Range",0,2,3,0,0,0,0,0,1,6,11,25,48
766,2020,April,DMP,1,5,8,6,0,47,0,1,21,22,118,122,351
767,2020,April,CMP,0,4,9,3,0,16,0,1,4,10,51,68,166
768,2020,April,KMP,0,1,0,0,0,1,0,1,1,1,9,7,21
769,2020,April,RMP,0,1,1,0,0,11,0,1,3,3,44,56,120
770,2020,April,BMP,0,0,3,1,0,4,0,0,1,3,37,26,75
771,2020,April,SMP,0,0,1,2,0,11,0,1,4,6,49,10,84
772,2020,April,RPMP,0,1,1,0,0,6,0,0,0,3,35,10,56
773,2020,April,GMP,0,1,3,1,0,11,0,0,2,7,68,24,117
774,2020,April,"Dhaka Range",5,7,51,4,0,128,2,11,11,40,786,230,1248
775,2020,April,"Mymensingh Range",0,1,25,1,0,58,2,4,1,27,666,41,826
776,2020,April,"Chittagong Range",2,5,55,7,0,108,1,9,17,37,936,346,1523
777,2020,April,"Sylhet Range",2,0,13,0,0,38,0,4,2,31,336,59,485
778,2020,April,"Khulna Range",0,2,29,3,0,127,1,3,9,41,633,259,1107
779,2020,April,"Barishal Range",0,0,16,4,0,95,1,3,11,8,537,70,745
780,2020,April,"Rajshahi Range",0,3,31,2,0,160,2,4,1,23,560,328,1114
781,2020,April,"Rangpur Range",0,1,27,3,0,104,1,2,5,29,706,179,1057
782,2020,April,"Railway Range",0,0,0,0,0,0,0,0,0,2,1,0,3
783,2020,May,DMP,2,8,13,6,0,68,1,3,31,43,172,172,518
784,2020,May,CMP,0,3,6,3,0,23,0,0,11,20,102,65,233
785,2020,May,KMP,0,0,0,0,0,12,1,0,0,2,21,5,41
786,2020,May,RMP,0,1,2,0,0,17,0,0,4,2,51,69,146
787,2020,May,BMP,0,0,2,2,0,4,0,0,2,5,34,9,58
788,2020,May,SMP,0,0,2,3,0,16,0,1,2,6,86,30,146
789,2020,May,RPMP,0,1,5,0,0,8,0,0,0,5,42,15,76
790,2020,May,GMP,1,5,8,2,0,11,2,1,2,9,65,37,143
791,2020,May,"Dhaka Range",5,12,54,4,0,158,6,16,27,66,1030,338,1716
792,2020,May,"Mymensingh Range",0,0,26,3,0,104,3,0,4,28,735,113,1016
793,2020,May,"Chittagong Range",2,10,97,9,0,143,4,12,21,58,1172,667,2195
794,2020,May,"Sylhet Range",0,1,28,1,0,51,1,3,3,31,452,95,666
795,2020,May,"Khulna Range",1,2,36,2,0,131,0,2,8,45,672,309,1208
796,2020,May,"Barishal Range",0,2,12,1,0,106,1,2,9,10,514,121,778
797,2020,May,"Rajshahi Range",0,9,32,7,0,163,0,6,3,29,615,382,1246
798,2020,May,"Rangpur Range",0,5,38,1,0,152,0,4,9,37,819,255,1320
799,2020,May,"Railway Range",0,0,0,0,0,1,0,0,0,1,3,2,7
800,2020,June,DMP,2,13,19,7,0,185,3,5,45,92,328,478,1177
801,2020,June,CMP,1,5,8,10,0,33,0,2,3,7,104,157,330
802,2020,June,KMP,0,2,3,0,0,5,0,0,0,4,8,51,73
803,2020,June,RMP,0,4,0,2,0,15,0,0,1,6,40,60,128
804,2020,June,BMP,0,3,2,0,0,12,0,0,4,10,28,18,77
805,2020,June,SMP,0,0,6,5,0,20,0,1,0,8,45,28,113
806,2020,June,RPMP,0,0,3,2,0,21,1,0,1,6,47,24,105
807,2020,June,GMP,3,1,7,6,0,38,2,1,3,11,68,48,188
808,2020,June,"Dhaka Range",13,13,64,18,0,269,16,10,31,73,958,669,2134
809,2020,June,"Mymensingh Range",0,9,12,8,0,136,0,2,7,35,543,241,993
810,2020,June,"Chittagong Range",4,7,54,9,0,215,7,3,35,62,918,690,2004
811,2020,June,"Sylhet Range",0,1,19,0,0,66,2,3,5,31,325,157,609
812,2020,June,"Khulna Range",4,9,32,5,0,188,2,5,19,63,662,469,1458
813,2020,June,"Barishal Range",0,3,12,0,0,108,1,0,16,10,359,226,735
814,2020,June,"Rajshahi Range",0,4,33,7,0,230,3,0,5,41,556,744,1623
815,2020,June,"Rangpur Range",0,5,28,7,0,197,1,1,9,45,756,378,1427
816,2020,June,"Railway Range",0,0,1,0,0,1,0,0,0,2,7,7,18
817,2020,July,DMP,1,22,27,10,0,216,2,6,55,122,509,1439,2409
818,2020,July,CMP,0,8,8,8,0,69,0,2,9,25,155,368,652
819,2020,July,KMP,0,2,4,0,0,13,0,0,1,6,27,191,244
820,2020,July,RMP,0,4,3,0,0,23,0,0,1,15,41,67,154
821,2020,July,BMP,0,1,0,1,0,18,0,0,6,14,39,33,112
822,2020,July,SMP,0,1,5,7,1,21,0,0,3,12,55,57,162
823,2020,July,RPMP,0,0,2,2,0,24,5,0,0,11,57,33,134
824,2020,July,GMP,2,1,5,2,0,38,2,1,3,8,83,140,285
825,2020,July,"Dhaka Range",7,18,70,15,0,268,13,12,31,104,928,1037,2503
826,2020,July,"Mymensingh Range",1,4,13,8,0,143,1,1,6,56,451,462,1146
827,2020,July,"Chittagong Range",6,12,90,11,0,241,9,7,39,96,868,1402,2781
828,2020,July,"Sylhet Range",1,0,23,2,0,75,0,1,5,50,307,366,830
829,2020,July,"Khulna Range",2,10,29,4,0,215,3,3,24,92,597,764,1743
830,2020,July,"Barishal Range",2,3,12,0,0,111,0,1,13,17,354,299,812
831,2020,July,"Rajshahi Range",0,3,40,8,0,220,0,5,5,63,503,1357,2204
832,2020,July,"Rangpur Range",1,2,26,3,0,217,3,0,15,83,734,537,1621
833,2020,July,"Railway Range",0,0,1,0,0,0,0,0,0,5,9,16,22
834,2020,August,DMP,1,13,20,10,0,222,4,2,65,89,443,992,1861
835,2020,August,CMP,0,4,3,10,0,105,0,1,13,13,121,171,441
836,2020,August,KMP,0,1,4,1,0,9,1,1,4,9,29,121,180
837,2020,August,RMP,0,5,1,0,0,27,1,0,9,10,58,171,282
838,2020,August,BMP,0,1,0,3,0,16,0,0,6,12,38,46,122
839,2020,August,SMP,1,3,2,6,0,17,0,1,3,9,61,54,157
840,2020,August,RPMP,0,1,0,3,0,26,6,0,0,15,68,37,156
841,2020,August,GMP,1,1,6,3,0,57,5,0,5,16,89,120,303
842,2020,August,"Dhaka Range",12,17,76,11,1,318,11,4,32,59,1036,743,2320
843,2020,August,"Mymensingh Range",0,2,21,10,0,195,1,0,11,28,590,273,1131
844,2020,August,"Chittagong Range",6,10,58,10,0,233,9,5,53,85,1015,776,2260
845,2020,August,"Sylhet Range",2,3,22,2,0,88,0,3,7,42,410,245,824
846,2020,August,"Khulna Range",3,8,29,2,0,212,5,2,15,63,613,550,1502
847,2020,August,"Barishal Range",1,3,13,9,0,141,1,2,13,21,429,213,846
848,2020,August,"Rajshahi Range",1,9,33,7,0,342,3,3,9,44,584,1048,2083
849,2020,August,"Rangpur Range",0,3,33,4,0,304,2,0,13,68,901,347,1675
850,2020,August,"Railway Range",0,0,1,0,0,1,0,0,0,1,4,15,22
851,2020,September,DMP,2,26,22,9,0,214,8,4,60,126,559,1457,2487
852,2020,September,CMP,0,10,5,9,0,73,0,3,16,25,168,262,571
853,2020,September,KMP,0,3,0,2,0,6,2,0,1,13,30,156,213
854,2020,September,RMP,0,2,2,1,0,24,1,0,5,5,51,288,379
855,2020,September,BMP,0,0,4,1,0,14,1,0,3,10,44,50,127
856,2020,September,SMP,0,0,1,4,0,28,2,1,5,12,58,53,164
857,2020,September,RPMP,0,1,2,1,0,15,0,0,3,9,44,55,130
858,2020,September,GMP,1,3,5,3,0,58,4,0,7,15,73,98,267
859,2020,September,"Dhaka Range",13,17,65,14,0,370,14,4,33,112,968,768,2378
860,2020,September,"Mymensingh Range",2,3,18,15,0,202,1,0,6,41,457,228,973
861,2020,September,"Chittagong Range",6,18,54,8,0,260,5,3,55,105,914,791,2219
862,2020,September,"Sylhet Range",1,1,10,0,0,107,3,1,6,39,386,218,772
863,2020,September,"Khulna Range",1,7,25,1,0,187,2,1,24,88,626,583,1545
864,2020,September,"Barishal Range",2,6,11,7,0,145,3,1,15,22,382,228,822
865,2020,September,"Rajshahi Range",0,6,29,8,0,348,2,4,12,58,577,1084,2128
866,2020,September,"Rangpur Range",0,1,25,1,0,287,5,1,13,67,651,392,1443
867,2020,September,"Railway Range",0,1,1,0,0,1,1,0,0,5,5,18,32
868,2020,October,DMP,0,18,22,12,0,297,3,12,61,125,544,1452,2546
869,2020,October,CMP,0,19,12,19,0,115,4,1,12,21,155,343,701
870,2020,October,KMP,0,1,0,1,0,18,0,1,2,12,29,97,161
871,2020,October,RMP,0,1,0,0,0,32,3,0,4,5,47,343,435
872,2020,October,BMP,0,2,1,2,0,21,0,0,6,8,48,70,158
873,2020,October,SMP,0,0,1,3,0,29,1,1,3,13,73,50,174
874,2020,October,RPMP,0,0,1,1,0,30,0,0,0,14,53,74,173
875,2020,October,GMP,1,5,7,2,0,55,1,0,1,8,75,75,230
876,2020,October,"Dhaka Range",12,23,63,17,0,470,13,10,45,107,991,707,2458
877,2020,October,"Mymensingh Range",0,4,21,6,0,265,3,4,10,53,454,285,1105
878,2020,October,"Chittagong Range",13,20,59,7,0,481,17,10,47,110,1035,866,2665
879,2020,October,"Sylhet Range",0,3,21,2,0,127,1,3,7,52,350,212,778
880,2020,October,"Khulna Range",0,8,31,6,0,242,1,1,24,79,675,568,1635
881,2020,October,"Barishal Range",2,2,10,17,0,178,3,4,14,18,395,229,872
882,2020,October,"Rajshahi Range",3,8,36,5,0,324,3,2,13,46,574,1201,2215
883,2020,October,"Rangpur Range",0,4,17,3,0,297,1,3,13,66,619,370,1465
884,2020,October,"Railway Range",1,2,2,0,0,1,1,0,0,8,8,19,42
885,2020,November,DMP,2,10,18,9,0,225,4,7,72,123,535,1475,2480
886,2020,November,CMP,1,7,8,16,0,96,3,2,13,23,154,310,633
887,2020,November,KMP,0,1,1,0,0,15,0,1,2,7,37,148,212
888,2020,November,RMP,0,1,4,1,0,26,1,0,3,7,56,410,509
889,2020,November,BMP,0,2,2,2,0,19,0,0,5,12,33,70,145
890,2020,November,SMP,0,0,4,9,0,37,0,1,3,11,101,75,241
891,2020,November,RPMP,0,0,2,1,0,18,0,1,4,8,48,54,136
892,2020,November,GMP,1,2,3,1,0,41,6,0,4,8,93,76,235
893,2020,November,"Dhaka Range",13,19,63,16,0,358,12,9,34,100,1140,850,2614
894,2020,November,"Mymensingh Range",0,0,16,9,0,183,1,3,7,43,507,295,1064
895,2020,November,"Chittagong Range",10,13,47,4,4,297,12,1,30,112,976,858,2364
896,2020,November,"Sylhet Range",0,6,18,4,0,84,0,4,8,34,365,191,714
897,2020,November,"Khulna Range",1,6,24,8,0,193,3,1,17,75,601,583,1512
898,2020,November,"Barishal Range",1,1,13,1,0,135,1,1,13,22,419,261,868
899,2020,November,"Rajshahi Range",0,7,27,3,0,235,3,6,8,39,585,1061,1974
900,2020,November,"Rangpur Range",0,2,21,2,0,239,1,3,16,46,717,412,1459
901,2020,November,"Railway Range",0,2,0,0,0,1,0,0,0,5,16,35,59
902,2020,December,DMP,4,14,11,8,0,171,7,1,60,114,486,1531,2407
903,2020,December,CMP,0,5,8,10,0,78,2,2,8,20,137,311,581
904,2020,December,KMP,0,2,0,0,0,10,1,0,3,6,33,76,131
905,2020,December,RMP,0,2,0,1,0,14,2,2,2,3,45,331,402
906,2020,December,BMP,0,1,2,1,0,18,0,0,9,10,28,66,135
907,2020,December,SMP,1,0,3,4,0,20,0,2,2,18,104,95,249
908,2020,December,RPMP,0,0,1,0,0,20,0,0,3,8,42,59,133
909,2020,December,GMP,1,1,10,1,0,24,13,2,8,7,65,112,244
910,2020,December,"Dhaka Range",6,22,54,19,0,278,11,8,51,91,938,697,2175
911,2020,December,"Mymensingh Range",0,1,17,6,0,186,1,1,10,42,457,304,1025
912,2020,December,"Chittagong Range",7,12,38,14,2,251,11,6,40,110,936,919,2346
913,2020,December,"Sylhet Range",1,4,14,3,0,70,1,3,5,37,359,213,710
914,2020,December,"Khulna Range",1,8,24,4,0,137,5,0,15,63,571,556,1384
915,2020,December,"Barishal Range",0,2,13,1,0,92,0,2,6,20,387,232,755
916,2020,December,"Rajshahi Range",1,4,38,3,0,196,2,5,4,43,491,865,1652
917,2020,December,"Rangpur Range",1,3,24,3,0,204,1,0,4,57,683,478,1458
918,2020,December,"Railway Range",0,0,2,0,0,1,0,1,0,8,7,19,38
919,2019,January,DMP,1,10,19,10,0,118,9,6,49,127,411,1393,2153
920,2019,January,CMP,0,3,9,5,0,22,0,5,6,15,125,488,678
921,2019,January,KMP,1,0,4,1,0,8,0,0,6,4,16,277,317
922,2019,January,RMP,0,4,1,1,1,11,0,0,4,6,52,321,401
923,2019,January,BMP,0,0,0,0,0,14,1,0,4,6,49,92,166
924,2019,January,SMP,0,2,5,3,0,15,0,13,2,2,55,46,143
925,2019,January,RPMP,0,0,1,0,0,12,1,0,0,6,33,68,121
926,2019,January,GMP,2,3,3,1,0,22,1,2,2,8,65,135,244
927,2019,January,"Dhaka Range",7,11,75,10,0,216,12,13,28,70,889,1758,3089
928,2019,January,"Mymensingh Range",1,1,23,1,0,87,2,6,5,24,405,449,1004
929,2019,January,"Chittagong Range",4,11,74,4,0,147,6,10,25,51,891,1173,2396
930,2019,January,"Sylhet Range",4,5,20,4,0,67,1,8,7,33,412,164,725
931,2019,January,"Khulna Range",4,4,37,0,0,99,2,2,7,36,544,850,1585
932,2019,January,"Barishal Range",2,3,16,2,0,86,3,2,16,23,378,364,895
933,2019,January,"Rajshahi Range",5,8,29,6,0,99,8,2,5,40,469,1340,2011
934,2019,January,"Rangpur Range",1,2,33,0,0,116,0,0,8,38,625,649,1472
935,2019,January,"Railway Range",0,1,2,0,0,0,0,0,5,9,0,67,84
936,2019,February,DMP,1,8,16,10,0,148,4,5,42,126,399,1281,2040
937,2019,February,CMP,0,3,5,9,0,31,2,2,9,11,86,413,571
938,2019,February,KMP,0,0,1,1,0,6,0,0,5,3,23,226,265
939,2019,February,RMP,0,2,0,2,0,10,0,0,5,5,36,336,396
940,2019,February,BMP,0,0,1,1,0,15,0,0,2,6,33,76,134
941,2019,February,SMP,0,1,2,7,0,6,0,0,1,4,44,55,120
942,2019,February,RPMP,1,0,0,1,0,16,5,0,0,6,30,69,128
943,2019,February,GMP,0,4,3,1,0,16,0,0,1,6,68,188,287
944,2019,February,"Dhaka Range",5,7,53,4,0,193,9,7,21,79,812,1665,2855
945,2019,February,"Mymensingh Range",0,1,22,5,0,80,3,4,10,27,358,537,1047
946,2019,February,"Chittagong Range",8,3,55,12,0,149,10,4,34,57,775,1501,2608
947,2019,February,"Sylhet Range",6,4,11,2,0,59,0,4,5,34,317,282,724
948,2019,February,"Khulna Range",0,2,27,4,0,104,2,1,6,41,433,1161,1781
949,2019,February,"Barishal Range",1,4,19,0,0,96,3,1,13,15,368,350,870
950,2019,February,"Rajshahi Range",2,3,32,3,0,128,6,6,3,25,445,1595,2248
951,2019,February,"Rangpur Range",0,0,14,1,0,160,1,3,8,40,529,745,1501
952,2019,February,"Ralway Range",0,1,1,0,0,0,0,0,8,8,0,69,87
953,2019,March,DMP,1,7,12,19,0,172,10,3,51,132,433,1593,2433
954,2019,March,CMP,0,4,7,8,0,32,2,2,7,17,111,484,674
955,2019,March,KMP,0,1,2,1,0,15,0,0,5,4,28,229,285
956,2019,March,RMP,0,2,0,1,1,15,0,1,2,4,52,284,362
957,2019,March,BMP,0,0,1,2,0,11,0,0,4,4,50,88,160
958,2019,March,SMP,2,0,1,11,2,13,0,1,5,5,62,53,155
959,2019,March,RPMP,0,2,1,0,0,10,5,0,0,5,35,50,108
960,2019,March,GMP,1,3,7,1,0,22,2,0,0,15,64,238,353
961,2019,March,"Dhaka Range",1,8,60,7,0,201,9,11,22,74,934,1631,2958
962,2019,March,"Mymensingh Range",1,0,17,2,0,102,1,0,4,19,379,476,1001
963,2019,March,"Chittagong Range",4,5,69,6,0,166,4,10,29,54,803,1228,2378
964,2019,March,"Sylhet Range",1,2,23,1,0,72,2,7,4,44,351,231,738
965,2019,March,"Khulna Range",3,2,40,3,1,125,0,0,13,36,504,778,1505
966,2019,March,"Barishal Range",2,0,11,2,0,119,0,2,15,12,422,341,926
967,2019,March,"Rajshahi Range",2,2,22,10,0,138,4,1,4,35,523,1274,2015
968,2019,March,"Rangpur Range",2,1,15,0,0,152,3,3,8,44,545,644,1417
969,2019,March,"Railway Range",0,0,2,0,0,1,0,0,0,9,17,60,89
970,2019,April,DMP,1,10,12,13,0,216,14,8,38,107,469,1627,2515
971,2019,April,CMP,1,9,15,6,0,50,0,5,8,16,107,546,763
972,2019,April,KMP,0,0,1,0,0,15,0,0,2,4,32,206,260
973,2019,April,RMP,0,4,1,0,0,19,2,0,4,4,57,442,533
974,2019,April,BMP,0,1,1,1,0,13,0,0,2,5,46,100,169
975,2019,April,SMP,0,1,2,2,0,19,1,0,1,4,62,74,166
976,2019,April,RPMP,0,0,2,0,0,14,0,0,0,5,43,89,153
977,2019,April,GMP,0,0,7,0,0,24,1,2,2,16,89,178,319
978,2019,April,"Dhaka Range",10,15,65,2,0,322,16,8,28,85,1133,1907,3591
979,2019,April,"Mymensingh Range",1,1,24,2,0,166,0,0,4,34,427,515,1174
980,2019,April,"Chittagong Range",5,6,65,11,0,274,8,13,29,64,1041,1377,2893
981,2019,April,"Sylhet Range",4,2,17,2,0,97,5,3,7,32,394,262,825
982,2019,April,"Khulna Range",2,4,35,1,0,161,6,2,15,28,616,740,1610
983,2019,April,"Barishal Range",2,5,11,3,0,152,0,1,20,19,463,391,1067
984,2019,April,"Rajshahi Range",1,8,36,9,0,212,0,1,5,46,606,1352,2276
985,2019,April,"Rangpur Range",1,4,23,1,0,216,2,2,6,41,745,680,1721
986,2019,April,"Railway Range",0,1,2,0,0,1,1,0,0,4,11,80,100
987,2019,May,DMP,2,16,16,5,0,211,9,8,63,122,638,1546,2636
988,2019,May,CMP,0,13,9,0,0,46,1,7,6,20,170,664,936
989,2019,May,KMP,0,2,0,0,0,12,0,1,2,7,40,119,183
990,2019,May,RMP,0,4,1,0,0,22,1,2,1,5,60,364,460
991,2019,May,BMP,0,1,0,0,0,11,0,0,3,5,47,117,184
992,2019,May,SMP,1,1,4,0,0,17,1,0,1,9,78,64,176
993,2019,May,RPMP,0,2,2,0,0,13,0,0,0,5,48,75,145
994,2019,May,GMP,0,5,5,0,0,31,3,3,4,19,123,134,327
995,2019,May,"Dhaka Range",4,12,63,0,0,331,7,15,31,88,1232,1890,3673
996,2019,May,"Mymensingh Range",1,0,27,0,0,139,5,3,6,30,549,493,1253
997,2019,May,"Chittagong Range",9,9,75,0,0,295,9,7,24,81,1265,1392,3166
998,2019,May,"Sylhet Range",1,3,20,0,0,90,1,4,2,39,526,235,921
999,2019,May,"Khulna Range",3,4,36,0,0,171,3,3,11,35,725,699,1690
1000,2019,May,"Barishal Range",0,2,7,0,0,184,0,0,11,20,548,326,1098
1001,2019,May,"Rajshahi Range",2,5,35,0,0,241,2,3,10,41,629,1310,2278
1002,2019,May,"Rangpur Range",1,2,17,0,0,227,1,3,7,46,801,636,1741
1003,2019,May,"Railway Range",0,1,3,0,0,0,0,0,0,7,13,64,88
1004,2019,June,DMP,2,7,19,0,0,234,6,9,56,108,387,1139,1967
1005,2019,June,CMP,0,8,6,1,0,51,3,5,7,16,135,486,718
1006,2019,June,KMP,0,0,1,0,0,16,0,0,1,5,43,117,183
1007,2019,June,RMP,0,2,2,0,0,25,0,1,4,2,53,274,363
1008,2019,June,BMP,0,2,3,0,0,18,0,0,2,6,42,99,172
1009,2019,June,SMP,0,3,5,0,0,21,1,3,0,3,64,79,179
1010,2019,June,RPMP,0,0,3,0,0,12,5,0,0,6,35,70,131
1011,2019,June,GMP,0,4,5,0,0,25,5,0,1,12,97,215,364
1012,2019,June,"Dhaka Range",10,17,66,3,0,315,8,11,34,86,1106,1369,3025
1013,2019,June,"Mymensingh Range",0,2,19,0,0,173,4,3,4,32,565,517,1319
1014,2019,June,"Chittagong Range",5,11,87,2,0,295,7,12,27,83,1128,1250,2907
1015,2019,June,"Sylhet Range",1,5,24,0,0,94,3,4,7,45,383,196,762
1016,2019,June,"Khulna Range",3,17,32,0,0,196,5,5,20,49,696,628,1651
1017,2019,June,"Barishal Range",0,5,23,0,0,152,1,3,15,20,505,271,995
1018,2019,June,"Rajshahi Range",2,7,54,0,0,250,3,3,8,29,644,1176,2176
1019,2019,June,"Rangpur Range",1,2,22,1,0,222,1,2,6,40,756,551,1604
1020,2019,June,"Railway Range",1,0,0,0,0,1,0,0,0,5,10,47,64
1021,2019,July,DMP,0,18,33,2,0,205,7,13,69,139,498,1656,2640
1022,2019,July,CMP,0,7,4,0,0,73,0,0,13,21,117,515,750
1023,2019,July,KMP,0,1,2,0,0,16,0,0,1,3,31,93,147
1024,2019,July,RMP,0,6,2,0,0,11,5,1,2,9,66,428,530
1025,2019,July,BMP,1,1,5,0,0,14,0,0,6,5,34,115,181
1026,2019,July,SMP,0,4,3,0,0,14,2,2,0,9,74,101,209
1027,2019,July,RPMP,1,2,2,0,0,23,0,0,1,4,31,86,150
1028,2019,July,GMP,2,3,8,0,0,36,2,3,2,13,102,247,418
1029,2019,July,"Dhaka Range",10,13,77,3,0,338,11,4,29,93,896,1590,3064
1030,2019,July,"Mymensingh Range",1,3,20,0,0,155,2,6,6,31,393,658,1275
1031,2019,July,"Chittagong Range",11,13,62,2,0,262,6,6,51,69,856,1271,2609
1032,2019,July,"Sylhet Range",3,1,12,0,0,99,0,2,8,37,367,275,804
1033,2019,July,"Khulna Range",4,8,39,0,0,213,1,4,17,62,644,1009,2001
1034,2019,July,"Barishal Range",3,6,9,0,0,142,1,1,19,22,396,362,961
1035,2019,July,"Rajshahi Range",1,4,35,0,0,256,4,2,8,42,479,1498,2329
1036,2019,July,"Rangpur Range",1,2,18,0,0,225,3,2,9,45,754,752,1811
